sentence,genre
oh tell smile child ,country
smile drive sorrow away ,country
tell tear ever come ,country
love land uncloud day ,country
oh land cloudless day ,country
oh land uncloud sky ,country
oh tell home storm cloud rise ,country
oh tell uncloud day ,country
fallen ,country
would found ,country
angel fli close ground ,country
patch broken wing hung around ,country
tri keep spirit fever ,country
knew someday would fli away ,country
love greatest healer found ,country
leav need still rememb ,country
angel fli close ground ,country
fli fli past speed sound ,country
id rather see see ,country
leav need still rememb ,country
angel fli close ground ,country
leav need still rememb ,country
angel fli close ground ,country
postman deliv ,country
past due bill notic ,country
alarm clock rang two hour late ,country
garbag man left trash ,country
sidewalk ,country
hing fell front gate ,country
morn breakfast ,country
spill coffe ,country
open door knee ,country
last thing need ,country
first thing morn ,country
walk ,country
last night came home late ,country
knew drink ,country
old mellow look face ,country
thought matter ,country
caus holiday season ,country
fill big empti space ,country
laid besid ,country
want lovin ,country
love make life complet ,country
last thing need ,country
first thing morn ,country
walk ,country
excus lookin ,country
like world end ,country
excus lookin ,country
like lost best friend ,country
excus livin ,country
forgiv ,country
go want free ,country
last thing need ,country
first thing morn ,country
walk ,country
ive got long list real good reason ,country
thing ive done ,country
ive got pictur back mind ,country
ive lost ive ,country
ive surviv everi situat ,country
know freez run ,country
regret memori written brow ,country
there noth ,country
ive got wild restless spirit ,country
held price everi deal ,country
ive seen fire woman scorn ,country
turn heart gold steel ,country
ive got song voic insid ,country
set rhythm wheel ,country
ive dream like child ,country
sinc cradl broke bow ,country
there noth ,country
run chang ,country
go stage ,country
come round corner life ,country
leav doubt fate ,country
stay late ,country
wait moon say good night ,country
could cri time ive wast ,country
that wast time tear ,country
know id chang ,country
went back time somehow ,country
there noth ,country
run chang ,country
go stage ,country
come round corner life ,country
leav doubt fate ,country
stay late ,country
wait moon say good night ,country
could cri time ive wast ,country
that wast time tear ,country
know id chang ,country
went back time somehow ,country
there noth ,country
im forgiv everyth forgiv allow ,country
there noth ,country
theyv read scriptur theyv pass plate ,country
theyv sung anthem theyv pass plate ,country
prayin preach late ,country
he gettin amen that luck ,country
eighti five degre outsid he gettin warm ,country
could soakin sun ,country
findin fast brother boat run ,country
ill tell aint nothin test faith ,country
like long sermon pretti sunday ,country
well rainin week long ,country
woke mornin dark cloud gone ,country
rais miss church ,country
day like today heaven know much hurt ,country
could soakin sun ,country
findin fast brother boat run ,country
ill tell aint nothin test faith ,country
like long sermon pretti sunday ,country
see sunlight shinin stain glass ,country
much longer gonna last ,country
could soakin sun ,country
findin fast brother boat run ,country
ill tell aint nothin test faith ,country
like long sermon pretti sunday ,country
darl ive stand watch night ,country
think ive even caught watch coupl time ,country
ask ill never know ,country
may sound dumb go ,country
believ love first sight ,country
neither im glad agre ,country
believ that big relief ,country
well place aw crowd ,country
music loud ,country
would like go grab bite eat ,country
neither ,country
nice final meet girl move fast ,country
check that reason ask ,country
relationship need time grow ,country
take slow ,country
darl tell would like danc ,country
neither bein polit ,country
thank good foot much tire ,country
im sure tire ,country
see empti booth ,country
would like mayb sit talk awhil ,country
neither ,country
wed never get along ,country
im think there chemistri ,country
wast time ,country
im run line ,country
think time end song ,country
neither ,country
there old kodak camera dresser drawer ,country
ran across afternoon ,country
realiz ever use anymor ,country
fact last time think ,country
cozumel ,country
whole beach ,country
crazi think ,country
film ,country
could take store ,country
develop ,country
still see everyth fine ,country
need pictur memori like mine ,country
standin help think ,country
everyth might roll ,country
think even anoth trip took ,country
guess mustv least three year ago ,country
baton roug ,country
much ,country
drove new orlean everi afternoon ,country
swear would think ,country
yesterday ,country
caus still see everyth fine ,country
need pictur memori like mine ,country
somewher closet ,country
there cardboard box sittin shelf ,country
full fade memori ,country
ever sinc night left ,country
forgotten photograph ,country
remind past ,country
still see everyth fine ,country
need pictur memori like mine ,country
yeah need pictur memori like mine ,country
oh yeah sure problem ,country
ill throw away feel ,country
let go hope ,country
never think ,country
offens lost ,country
think ill forget ,country
decid love ,country
realiz tellin ,country
